Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross
5/29/2009,Män som hatar kvinnor,13000000,12749992,109421911
2/23/2007,The Astronaut Farmer,13000000,11003643,11141213
6/12/1998,Dirty Work,13000000,10020081,10020081
7/16/2015,Bajrangi Bhaijaan,13000000,8178001,121778347
5/8/1998,Woo,13000000,8064972,8064972
2/4/2016,Robinson Crusoe,13000000,8005586,42446455
4/13/1994,Serial Mom,13000000,7881335,7881335
8/4/1999,Dick,13000000,6276869,6276869
11/10/1999,Light It Up,13000000,5871603,5871603
8/24/2001,Bubble Boy,13000000,5002310,5002310
2/1/2002,Birthday Girl,13000000,4919896,8130727
2/1/2007,Paris je t'aime,13000000,4857374,5175088
12/7/2018,Ben is Back,13000000,3703182,12616995
8/24/2007,Resurrecting the Champ,13000000,3172382,3260555
3/26/2010,Chloe,13000000,3075255,13176612
3/2/2001,The Widow of St. Pierre,13000000,3058380,3058380
5/22/2015,Youth,13000000,2703296,24001573
4/5/1996,Faithful,13000000,2104439,2104439
2/26/2010,Un Prophète,13000000,2087720,19910624
12/3/2010,I Love You Phillip Morris,13000000,2037459,23014027
7/23/2015,The Vatican Tapes,13000000,1784763,14929184
3/17/2006,Find Me Guilty,13000000,1173673,2898225
5/14/1993,Excessive Force,13000000,1152117,1152117
10/13/2006,Infamous,13000000,1151330,2613717
7/29/2011,Attack the Block,13000000,1024175,6459183
8/13/2015,Brothers,13000000,656688,17856688
12/29/2000,The Claim,13000000,622023,1375635
4/12/2018,The Happy Prince,13000000,464495,2394619
12/23/2011,In The Land of Blood and Honey,13000000,303877,509193
6/18/2010,The Killer Inside Me,13000000,217277,5453369
12/7/2018,Dumplin’,13000000,0,399198
10/30/2020,Rogue City,13000000,0,8573
3/30/2012,Womb,13000000,0,0
3/14/2013,The Call,12800000,51872378,69821476
7/20/2016,Operation Chromite,12700000,1022720,49196532
9/12/2014,The Drop,12600000,10724389,19054534
7/12/2002,The Crocodile Hunter: Collision Course,12500000,28436931,33436931
9/3/2010,Machete,12500000,26593646,46370970
12/19/2002,Antwone Fisher,12500000,21078145,23367586
2/12/1982,La Guerre du feu,12500000,20959585,20959585
11/22/2002,The Emperor's Club,12500000,14060950,16193713
9/10/1993,True Romance,12500000,12281000,12643293
9/11/2009,Sorority Row,12500000,11965282,26735797
9/30/1992,Glengarry Glen Ross,12500000,10725228,10725650
11/7/2008,The Boy in the Striped Pyjamas,12500000,9046156,44083403
4/2/1982,Cat People,12500000,7000000,21000000
5/25/1979,The Prisoner of Zenda,12500000,7000000,7000000
10/15/2010,Conviction,12500000,6797696,11826980
10/12/2007,Lars and the Real Girl,12500000,5956480,11277119
5/21/2010,Solitary Man,12500000,4360548,4360548
9/22/2000,Dancer in the Dark,12500000,4157491,45556774
12/17/2010,Casino Jack,12500000,2039869,2272186
1/2/1998,Oscar and Lucinda,12500000,1612957,1612957
11/1/1996,The Funeral,12500000,1212799,1412799
9/3/2004,Tae Guik Gi: The Brotherhood of War,12500000,1110186,69826708
4/16/2010,The Perfect Game,12500000,1089445,3931367
10/5/2012,The Paperboy,12500000,677200,4027663
12/12/2012,Ernest et Celestine,12500000,292562,9376444
2/9/2012,A Little Bit of Heaven,12500000,10011,1100287
11/1/2016,La Folle Histoire De Max Et Léon,12500000,0,8912003
11/28/2014,Mortadelo y Filemón contra Jimmy el Cachondo,12500000,0,3350943
11/18/1988,The Land Before Time,12300000,48092846,81972846
6/20/1975,Jaws,12000000,260000000,470700000
12/26/1973,The Exorcist,12000000,230347346,428214478
6/4/2014,The Fault in Our Stars,12000000,124872350,307166834
7/9/1999,American Pie,12000000,101800948,234723148
4/20/2012,Think Like a Man,12000000,91547205,113373764
4/16/2014,Heaven is for Real,12000000,91386097,100913556
12/12/1986,The Golden Child,12000000,79817937,79817937
6/4/1982,Star Trek II: The Wrath of Khan,12000000,78912963,95800000
9/13/2002,Barbershop,12000000,75781642,77063461
6/3/1983,WarGames,12000000,74433837,74433837
2/4/1994,Ace Ventura: Pet Detective,12000000,72217396,107217396
2/24/2012,Act of Valor,12000000,70012847,82497035
2/8/1985,Witness,12000000,65532576,65532576
8/11/2006,Step Up,12000000,65328121,110989157
2/2/2012,Chronicle,12000000,64575175,123681790
12/20/1996,Beavis and Butt-Head Do America,12000000,63118386,63118386
1/1/2070,Patton,12000000,62500000,62500000
3/2/2012,Project X,12000000,54731865,103028188
11/10/2017,Three Billboards Outside Ebbing Missouri,12000000,54513740,161456746
11/25/2016,Lion,12000000,51739495,149117900
5/4/2018,Overboard,12000000,50316123,91244913
12/25/1997,Jackie Brown,12000000,39673162,74727492
11/18/1983,Yentl,12000000,39012241,39012241
4/25/2008,Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43353117
11/1/2013,Philomena,12000000,37709979,98963392
11/6/1981,Time Bandits,12000000,37400000,37400000
2/15/2002,Crossroads,12000000,37188667,57000000
7/9/2015,Paper Towns,12000000,32000304,85450484
10/10/2008,Quarantine,12000000,31691811,41924774
8/21/2002,One Hour Photo,12000000,31597131,52223306
2/1/2008,The Eye,12000000,31418697,57577765
4/7/2004,Johnson Family Vacation,12000000,31203964,31286759
12/21/2001,How High,12000000,31155435,31222395
10/7/2060,Spartacus,12000000,30000000,60000000
9/1/2006,Crank,12000000,27838408,43924923
12/11/1992,The Muppet Christmas Carol,12000000,27379507,27972958
8/12/2016,Hell or High Water,12000000,27007844,37584304
10/25/2002,Frida,12000000,25885000,56131239
7/5/2012,Katy Perry: Part of Me,12000000,25326071,32700439
12/12/2014,Top Five,12000000,25317379,26001741
9/11/1998,Rounders,12000000,22921898,22921898
10/13/1993,Rudy,12000000,22750363,22750363
4/28/2067,Casino Royale,12000000,22744718,41744718
6/15/1979,Prophecy,12000000,22673340,22673340
1/30/2015,Project Almanac,12000000,22348241,32909437
8/15/2019,47 Meters Down: Uncaged,12000000,22260900,37989240
10/23/2019,Black and Blue,12000000,22012729,22730144
5/14/2010,Just Wright,12000000,21540363,21867665
9/10/1999,Stir of Echoes,12000000,21133087,23059379
1/13/1995,Tales from the Crypt: Demon Knight,12000000,21089146,21089146
1/1/1978,The Boys from Brazil,12000000,19000000,19000000
3/11/2005,The Upside of Anger,12000000,18761993,28915761
3/3/2006,Aquamarine,12000000,18597342,22978953
11/15/2013,Nebraska,12000000,17654912,24761360
1/9/2004,My Baby's Daddy,12000000,17321573,17322212
10/5/2001,Max Keeble's Big Move,12000000,17292381,17292381
12/9/2011,Young Adult,12000000,16311571,22750356
1/23/2020,The Turning,12000000,15472775,18460739
9/4/2013,About Time,12000000,15323921,88538742
12/14/2018,If Beale Street Could Talk,12000000,14915773,21398371
7/14/2017,Wish Upon,12000000,14301505,23477345
8/6/1997,Def Jam's How To Be a Player,12000000,14010363,14010363
10/30/1998,Living Out Loud,12000000,12905901,12905901
10/3/2008,Rachel Getting Married,12000000,12796861,17475475
3/20/1981,The Postman Always Rings Twice,12000000,12200000,44200000
12/12/2003,Girl with a Pearl Earring,12000000,11634362,43153588
2/10/1982,Das Boot,12000000,11487676,84970337
2/26/2016,Unforgettable,12000000,11368012,16221211
12/3/2004,House of Flying Daggers,12000000,11050094,92863945
3/11/2020,I Still Believe,12000000,10410004,16368001
3/22/2002,Sorority Boys,12000000,10198766,12516222
10/13/2017,Marshall,12000000,10051659,10116816
12/5/2008,Cadillac Records,12000000,8195551,8942516
9/14/2012,Arbitrage,12000000,7919574,35830713
10/24/2060,The Alamo,12000000,7900000,7900000
5/12/2000,Screwed,12000000,6982680,6982680
10/20/2006,Running With Scissors,12000000,6860000,8706701
9/3/1993,Fortress,12000000,6730578,46730578
4/20/2012,For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255
11/17/2006,For Your Consideration,12000000,5549923,5549923
11/20/1998,Celebrity,12000000,5078660,6200000
6/20/2003,From Justin to Kelly,12000000,4922166,4922166
6/6/1986,Invaders from Mars,12000000,4884663,4984663
3/22/1996,Girl 6,12000000,4880941,4880941
10/22/2003,In the Cut,12000000,4717455,23693646
2/22/2008,Charlie Bartlett,12000000,3950294,5295909
2/13/2009,Two Lovers,12000000,3149034,16349034
11/15/2013,La grande bellezza,12000000,2883879,29545082
2/15/2002,Last Orders,12000000,2326407,2326407
3/9/2007,Gwoemul,12000000,2201923,92618117
11/13/1981,The Pursuit of D.B. Cooper,12000000,2104164,2104164
3/19/1999,Ravenous,12000000,2062406,2062406
6/14/2002,The Dangerous Lives of Altar Boys,12000000,1779284,1779284
2/28/2013,Stoker,12000000,1703125,12034913
3/7/2008,Married Life,12000000,1506998,2975188
10/15/2004,2046,12000000,1442338,19278598
3/11/2011,Kill the Irishman,12000000,1188194,1188194
9/30/2005,Duma,12000000,870067,994790
4/20/2012,Darling Companion,12000000,793352,1200346
6/4/2010,Ondine,12000000,550472,557545
7/20/2001,Brother,12000000,450594,477693
10/4/2002,Welcome to Collinwood,12000000,378650,4606284
8/7/2015,Kahlil Gibran's The Prophet,12000000,340536,1080362
4/18/2008,Life Before Her Eyes,12000000,303439,7203439
10/31/1997,Critical Care,12000000,220175,220175
9/28/2007,Trade,12000000,214202,1513388
1/6/2006,Fateless,12000000,196857,196857
9/3/2010,San qiang pai an jing qi,12000000,190946,310946
9/17/1999,Breakfast of Champions,12000000,178287,178287
3/9/2001,Company Man,12000000,146028,622273
11/7/2009,Nanjing! Nanjing!,12000000,122558,20122558
6/29/2018,Woman Walks Ahead,12000000,57528,627538
2/21/2015,Trash,12000000,17484,6553186
8/19/2011,5 Days of War,12000000,17479,87793
11/11/2015,10 Days in a Madhouse,12000000,14616,14616
4/7/2009,1612,12000000,0,5400624
9/4/2015,San cheng ji,12000000,0,1950194
4/19/2012,Tu Xia Chuan Qi,12000000,0,1828400
2/10/2010,Triangle,12000000,0,1594955
10/19/2013,Supesu Batorushippu Yamato,12000000,0,0
10/3/2014,Drive Hard,12000000,0,0
10/30/2015,Dancin' It's On,12000000,0,0
6/5/2009,Home,12000000,0,0
10/30/2015,The Dressmaker,11900000,2022115,24374909
12/10/1999,Diamonds,11900000,81897,81897
6/7/1997,Madadayo,11900000,48856,49451
5/30/2019,Gisaengchung,11800000,53369745,254688898
11/20/2015,Carol,11800000,12711491,42666442
4/21/1989,Pet Sematary,11500000,57469179,57469850
1/21/2016,Dirty Grandpa,11500000,35593113,105078449
11/27/2009,The Cry of the Owl,11500000,0,0
10/9/2009,St. Trinian’s,11400000,15000,29830239
5/25/1977,Star Wars Ep. IV: A New Hope,11000000,460998007,775398007
6/8/1984,Gremlins,11000000,148168459,148951992
12/22/2065,Doctor Zhivago,11000000,111897830,112040388
12/10/2010,The Fighter,11000000,93617009,129262388
10/24/2008,High School Musical 3: Senior Year,11000000,90559416,274392880
12/27/1991,Fried Green Tomatoes,11000000,81204830,81204830
9/22/2006,Jackass: Number Two,11000000,72778712,85278712
3/13/1992,My Cousin Vinny,11000000,52929168,52929168
8/22/2014,If I Stay,11000000,50474843,78356170
4/7/1989,Major League,11000000,49793054,49793054
4/4/2003,Phone Booth,11000000,46566212,97837138
1/25/2002,A Walk to Remember,11000000,41227069,46060861
12/29/1995,Dead Man Walking,11000000,39387284,83088295
3/5/1999,Cruel Intentions,11000000,38665260,76238901
11/4/2015,Brooklyn,11000000,38322743,62076141
10/17/2008,The Secret Life of Bees,11000000,37780486,39994347
6/16/2017,Wind River,11000000,33800859,44998252
4/1/2015,Woman in Gold,11000000,33307793,58586407
6/12/1981,History of the World: Part I,11000000,31672000,31672000
12/8/2017,I Tonya,11000000,30014534,53797409
10/23/2009,Saw VI,11000000,27693292,69752402
10/12/2001,Corky Romano,11000000,23978402,25116103
2/14/2019,Fighting With My Family,11000000,22958583,41503089
8/7/1992,Raising Cain,11000000,21171695,21171695
4/13/1978,F.I.S.T,11000000,20388920,20388920
1/1/1975,Barry Lyndon,11000000,20000000,20169934
12/26/2012,Quartet,11000000,18388357,56178935
11/21/2001,Out Cold,11000000,13906394,14786394
10/13/2000,The Ladies Man,11000000,13592872,13719474
3/30/2001,Tomcats,11000000,13558739,13558739
11/6/2013,Inside Llewyn Davis,11000000,13248209,32943247
4/12/2002,Frailty,11000000,13110448,19947280
2/19/1993,Army of Darkness,11000000,11502976,21502976
11/12/2004,Kinsey,11000000,10214647,17443529
5/10/2013,Peeples,11000000,9177065,9307166
12/25/1993,What's Eating Gilbert Grape,11000000,9170214,9170214
11/2/2018,Boy Erased,11000000,6788692,11862650
7/1/2016,Sultan,11000000,5599781,72989781
2/1/2002,Slackers,11000000,4814244,5942218
9/26/2003,The Gospel of John,11000000,4068087,4234355
10/10/2004,Vera Drake,11000000,3753806,13353855
10/14/2011,La piel que habito,11000000,3185193,38190517
1/31/2003,The Guru,11000000,3051221,24150550
12/14/1995,Othello,11000000,2844379,2844379
5/12/1995,The Perez Family,11000000,2794056,2794056
1/1/1970,The Molly Maguires,11000000,2200000,2200000
1/1/1991,Return to the Blue Lagoon,11000000,2000000,2000000
7/1/2016,La Tortue Rouge,11000000,920057,6712903
9/7/2007,Romance and Cigarettes,11000000,551002,3231251
11/10/2006,Copying Beethoven,11000000,355968,6586324
8/26/2011,Brighton Rock,11000000,229653,229653
11/16/2012,Le prénom,11000000,61611,25307405
5/4/2012,LOL,11000000,46000,10477506
12/17/2014,La famille Bélier,11000000,0,82438670
3/6/2020,The Banker,11000000,0,2670000
2/5/2016,Misconduct,11000000,0,2352511
10/18/2019,Eli,11000000,0,0
10/24/2008,Saw V,10800000,56746769,118209778
3/30/2012,Les Intouchables,10800000,13182281,484630908
4/27/2007,Jindabyne,10800000,399879,2862544
8/11/2006,Kabhi Alvida Naa Kehna,10750000,3275443,32575443
6/4/1982,Poltergeist,10700000,74706019,121706019
5/25/1979,Alien,10700000,62005728,184694992
6/18/1999,An Ideal Husband,10700000,18542974,31341183
12/25/2004,Darkness,10600000,22163442,34409206
12/6/2013,The Last Days on Mars,10600000,24084,261364
6/11/1982,E.T. the Extra-Terrestrial,10500000,435110554,792962972
4/2/2068,2001: A Space Odyssey,10500000,59936321,71854587
4/20/2007,In the Land of Women,10500000,11052958,14140402
9/2/1994,There Goes My Baby,10500000,125169,125169
2/20/2004,The Blue Butterfly,10400000,1610194,1610194
9/1/2001,Le Fabuleux destin d'Amélie Poulain,10350000,33201661,174195760
12/26/2018,PMC: deo beong-keo,10300000,0,12478635
2/18/1983,Lovesick,10100000,10143618,10143618
4/30/2010,Housefull,10100000,1183658,18726300
8/24/2007,September Dawn,10100000,1066555,1066555
10/17/2018,Halloween,10000000,159366015,255416089
12/5/1997,Good Will Hunting,10000000,138433435,225925989
10/22/2004,The Grudge,10000000,110359362,187281115
8/25/2016,Don’t Breathe,10000000,89217875,158906350
6/26/1981,Stripes,10000000,85300000,85300000
10/27/2006,Saw III,10000000,80238724,163876815
7/1/2016,The Purge: Election Year,10000000,79042440,118514727
5/18/2018,Book Club,10000000,68566296,91328463
8/25/2000,Bring it On,10000000,68353550,90453550
1/3/2018,Insidious: The Last Key,10000000,67745330,172811971
1/29/1999,She's All That,10000000,63465522,63465522
10/26/2007,Saw IV,10000000,63300095,135759694
2/24/2006,Madea's Family Reunion,10000000,63257940,63320521
1/7/2005,White Noise,10000000,56094360,92094360
10/17/1986,The Color of Money,10000000,52293000,52293000
6/4/2015,Insidious Chapter 3,10000000,52218558,120453155
10/2/1992,The Mighty Ducks,10000000,50752337,50752337
11/3/2017,Lady Bird,10000000,48958273,78944998
11/6/2009,Precious (Based on the Novel Push by Sapphire),10000000,47566524,68722848
2/24/2012,The Best Exotic Marigold Hotel,10000000,46383639,134639780
6/1/2018,Hereditary,10000000,44069456,81263489
3/16/2018,Love Simon,10000000,40826341,65520633
2/17/1989,Bill & Ted’s Excellent Adventure,10000000,40485039,40510111
10/4/2062,The Longest Day,10000000,39100000,50100000
2/16/1996,Happy Gilmore,10000000,38623460,41004412
10/27/2017,Jigsaw,10000000,38052832,104223315
8/31/2001,Jeepers Creepers,10000000,37904175,58939035
6/28/1985,St. Elmo’s Fire,10000000,37800000,37800000
12/11/2068,Oliver!,10000000,37402877,37402877
2/16/2001,Recess: School's Out,10000000,36696761,44451470
7/10/1985,Mad Max Beyond Thunderdome,10000000,36230219,36230219
11/3/1977,Pete’s Dragon,10000000,36000000,36000000
1/21/2016,The Boy,10000000,35819556,68220952
10/4/1985,Commando,10000000,35073978,35078864
5/19/2017,Everything Everything,10000000,34121140,61603136
9/17/2010,Devil,10000000,33679655,63354114
11/22/2002,Friday After Next,10000000,33253609,33526835
2/26/2015,The Second Best Exotic Marigold Hotel,10000000,33078266,89400862
3/22/1985,The Last Dragon,10000000,33000000,33000447
4/28/2017,How to Be a Latin Lover,10000000,32149404,62556228
3/6/1992,The Lawnmower Man,10000000,32100816,32100816
10/3/2008,Nick and Norah's Infinite Playlist,10000000,31487293,33886017
10/9/2003,Calendar Girls,10000000,31011616,93074616
11/12/1999,Dogma,10000000,30651422,43948865
5/18/2018,Slender Man,10000000,30564825,51945949
9/20/2002,The Banger Sisters,10000000,30306281,38067218
12/8/2000,Snatch,10000000,30093107,83593107
5/19/1989,Road House,10000000,30050028,30050028
7/27/2018,Teen Titans Go! To The Movies,10000000,29790236,51620593
9/8/2016,When the Bough Breaks,10000000,29747603,30768449
6/24/1983,Twilight Zone: The Movie,10000000,29500000,29500000
11/23/1994,A Low Down Dirty Shame,10000000,29317886,29317886
8/30/2013,One Direction: This is Us,10000000,28873374,68413020
9/6/2002,Swimfan,10000000,28564995,34084228
10/6/2006,Employee of the Month,10000000,28444855,38364855
8/19/2015,Sinister 2,10000000,27740955,54104225
1/7/2016,The Forest,10000000,26594261,40749230
11/6/2009,The Fourth Kind,10000000,26218170,49486874
3/25/1983,The Outsiders,10000000,25697647,25707720
6/12/1998,Can't Hardly Wait,10000000,25358996,25358996
8/17/2012,Sparkle,10000000,24397469,24660323
10/14/2016,Kevin Hart: What Now?,10000000,23591043,23591043
4/26/2013,Mud,10000000,21590086,31556959
11/12/2010,Skyline,10000000,21416355,68264973
12/31/2019,The Grudge,10000000,21216148,49503265
12/1/2017,The Disaster Artist,10000000,21120616,28717667
9/15/2016,Blair Witch,10000000,20777061,38985577
10/21/1983,The Dead Zone,10000000,20766000,20766000
